id,list,unit,german,fa_text,audio_path
a2-0442,A2,A2 Einheit 8,"das Plakat, -e",پوستر,audio/fa/2198a5812b4f374d65.mp3
a2-0443,A2,A2 Einheit 9,Sorgen haben,نگرانی داشتن,audio/fa/cabb40e36728ea0b67.mp3
a2-0444,A2,A2 Einheit 9,sich entspannen,آرام شدن,audio/fa/3d6d7fed45eef649e2.mp3
a2-0445,A2,A2 Einheit 9,sich bewegen,حرکت کردن؛ ورزش کردن,audio/fa/a6b9ca354ac6dc527d.mp3
a2-0446,A2,A2 Einheit 9,sich ernähren,تغذیه کردن,audio/fa/09953838a5295eef83.mp3
a2-0447,A2,A2 Einheit 9,abnehmen,وزن کم کردن؛ کاهش یافتن,audio/fa/32aef587b20128c57d.mp3
a2-0448,A2,A2 Einheit 9,zunehmen,وزن گرفتن؛ افزایش یافتن,audio/fa/751f6c1dd4bf21ca90.mp3
a2-0449,A2,A2 Einheit 9,schlank sein,لاغر/خوش‌اندام بودن,audio/fa/232f64a97d06ce0d6f.mp3
a2-0450,A2,A2 Einheit 9,dick sein,چاق بودن,audio/fa/d784a234be1974d4d9.mp3
a2-0451,A2,A2 Einheit 9,schlechte Luft,هوای بد,audio/fa/cf13d048fbdbcb64e6.mp3
a2-0452,A2,A2 Einheit 9,"das Fitnesscenter, -",مرکز ورزشی,audio/fa/625568ae27655f2fec.mp3
a2-0453,A2,A2 Einheit 9,trainieren,تمرین کردن,audio/fa/d29f7c4d7b7a7129cc.mp3
a2-0454,A2,A2 Einheit 9,"die Entspannung, Sg.",آرامش,audio/fa/4e99753c8a0c1c78ab.mp3
a2-0455,A2,A2 Einheit 9,Platz nehmen,نشستن,audio/fa/11d978709bbd0e1ae5.mp3
a2-0456,A2,A2 Einheit 9,die Arzthelferin,دستیار داکتر زن,audio/fa/22acb4991525842096.mp3
a2-0457,A2,A2 Einheit 9,"die Beschwerde, -n",شکایت؛ عارضه,audio/fa/0520c6ff3c82c66574.mp3
a2-0458,A2,A2 Einheit 9,"die Krankheit, -en",بیماری,audio/fa/2fad5e5e72a61194cd.mp3
a2-0459,A2,A2 Einheit 9,den Blutdruck messen,فشار خون را اندازه گرفتن,audio/fa/9fcd27d840b430b074.mp3
a2-0460,A2,A2 Einheit 9,Blut abnehmen,خون گرفتن,audio/fa/556c539453aa11b6c0.mp3
a2-0461,A2,A2 Einheit 9,impfen (gegen),واکسین کردن در برابر,audio/fa/da72406f2249b4da64.mp3
a2-0462,A2,A2 Einheit 9,den Oberkörper frei machen,بالا تنه را برهنه کردن,audio/fa/a34a778a76be34fed3.mp3
a2-0463,A2,A2 Einheit 9,verschreiben,نسخه کردن,audio/fa/d0f0de57ca33f949de.mp3
a2-0464,A2,A2 Einheit 9,vereinbaren,قرار گذاشتن؛ موافقت کردن,audio/fa/0dc35bf9da45570309.mp3
a2-0465,A2,A2 Einheit 9,"der Gesundheits-Check, -s",معاینه صحی,audio/fa/42a9364b117cbe2ac2.mp3
a2-0466,A2,A2 Einheit 9,"die Laboruntersuchung, -en",معاینه لابراتواری,audio/fa/11337f67365426cd56.mp3
a2-0467,A2,A2 Einheit 9,"die Vorsorgeuntersuchung, -en",معاینه پیشگیرانه,audio/fa/2e1c1432e6d64f2f34.mp3
a2-0468,A2,A2 Einheit 9,"das Ergebnis, -se",نتیجه,audio/fa/ec8e04f3e3e1aaa3f2.mp3
a2-0469,A2,A2 Einheit 9,in Ordnung,درست؛ خوب,audio/fa/ec56c124f404722dad.mp3
a2-0470,A2,A2 Einheit 9,vernünftig,معقول,audio/fa/0be93dfcab3b25b0de.mp3
a2-0471,A2,A2 Einheit 9,"die Blutwerte, Pl.",ارقام خون,audio/fa/760515ec2b7daf45d8.mp3
a2-0472,A2,A2 Einheit 9,hoch,بلند؛ بالا,audio/fa/67250997047b65eea1.mp3
a2-0473,A2,A2 Einheit 9,"die Magenschmerzen, Pl.",درد معده,audio/fa/e18e766b4a86253309.mp3
a2-0474,A2,A2 Einheit 9,einnehmen,گرفتن/مصرف کردن دوا,audio/fa/a9e7ea8d2c5f8abcdf.mp3
a2-0475,A2,A2 Einheit 9,"der Beipackzettel, -",برگه معلومات دوا,audio/fa/d215aab3ff83c93d17.mp3
a2-0476,A2,A2 Einheit 9,"die Nebenwirkungen, Pl.",اثرات جانبی,audio/fa/1995a4741711077584.mp3
a2-0477,A2,A2 Einheit 9,empfindlich,حساس,audio/fa/bffec4527f4ff17fa9.mp3
a2-0478,A2,A2 Einheit 9,empfehlen,توصیه کردن,audio/fa/d743c8d377e7ddad4f.mp3
a2-0479,A2,A2 Einheit 9,wieso,چرا,audio/fa/8e36acc5adc37468ad.mp3
a2-0480,A2,A2 Einheit 9,"die Hausapotheke, -n",دواخانه خانگی,audio/fa/db189eaa0c7d0647a6.mp3
a2-0481,A2,A2 Einheit 9,"der Verband, -e",بنداز؛ پانسمان,audio/fa/182c91d8c377810344.mp3
a2-0482,A2,A2 Einheit 9,"das Pflaster, -",چسپ زخم,audio/fa/48f61b650d0a63bd44.mp3
a2-0483,A2,A2 Einheit 9,"der Durchfall, Sg.",اسهال,audio/fa/50ec6e014862cf2403.mp3
a2-0484,A2,A2 Einheit 9,"die Schere, -n",قیچی,audio/fa/f37d3a502e472a338c.mp3
a2-0485,A2,A2 Einheit 9,"die Salbe, -n",مرهم,audio/fa/0ee952c90c0ae5b5d3.mp3
a2-0486,A2,A2 Einheit 9,"die Nasentropfen, Pl.",قطره بینی,audio/fa/db562942ff0b9819e4.mp3
a2-0487,A2,A2 Einheit 9,"die Spritze, -en",پیچکاری؛ سرنج,audio/fa/44e41e592da2afbe3a.mp3
a2-0488,A2,A2 Einheit 9,"die Ernährung, Sg.",تغذیه,audio/fa/8241b619c5d8e8d90f.mp3
a2-0489,A2,A2 Einheit 9,"das Vitamin, -e",ویتامین,audio/fa/e0ddb3e5db20a3485a.mp3
a2-0490,A2,A2 Einheit 9,"die Getreideprodukte, Pl.",محصولات غله,audio/fa/6984f06f8864cade28.mp3
a2-0491,A2,A2 Einheit 9,vermeiden,اجتناب کردن,audio/fa/189cc09153a92e92bf.mp3
a2-0492,A2,A2 Einheit 9,verzichten (auf),صرف نظر کردن از,audio/fa/cb3c17b92dad599e87.mp3
a2-0493,A2,A2 Einheit 9,"das Fett, -e",چربی,audio/fa/fc7a2c46e019bbb7c3.mp3
a2-0494,A2,A2 Einheit 9,"die Süßigkeiten, Pl.",شیرینی‌ها,audio/fa/2c144fb85e281d1693.mp3
a2-0495,A2,A2 Einheit 9,schaden,ضرر رساندن,audio/fa/b84e7909a9f057bc57.mp3
a2-0496,A2,A2 Einheit 9,fettarm,کم‌چرب,audio/fa/dd7ec37278b37e0c2a.mp3
a2-0497,A2,A2 Einheit 10,"die Arbeitssuche, Sg.",جستجوی کار,audio/fa/aff56077d85ef68a0a.mp3
a2-0498,A2,A2 Einheit 10,"die Bewerbung, -en",درخواست کار,audio/fa/5ca80183721c85461c.mp3
a2-0499,A2,A2 Einheit 10,"die Initiativbewerbung, -en",درخواست خودجوش کار,audio/fa/f906287eb82d5b1433.mp3
a2-0500,A2,A2 Einheit 10,"der Aushang, -e",اعلان,audio/fa/cd19e8bea61ad4f833.mp3
a2-0501,A2,A2 Einheit 10,"das Praktikum, Praktika",کارآموزی,audio/fa/f6ce3007fbbd3ed72d.mp3
a2-0502,A2,A2 Einheit 10,"die Zeitarbeitsfirma, -firmen",شرکت کار موقت,audio/fa/2945a5d2a3b63a8cb4.mp3
a2-0503,A2,A2 Einheit 10,"der/die Bekannte, -en",آشنا,audio/fa/565245b03945ded6d4.mp3
a2-0504,A2,A2 Einheit 10,teamfähig,دارای توان کار تیمی,audio/fa/aae6e71e96964721e4.mp3
a2-0505,A2,A2 Einheit 10,fleißig,زحمتکش,audio/fa/691d3101ef0db150ea.mp3
a2-0506,A2,A2 Einheit 10,kreativ,خلاق,audio/fa/ee894b59b4a4fe02d2.mp3
a2-0507,A2,A2 Einheit 10,ehrlich,صادق,audio/fa/c08a02b9b7a0d77d04.mp3
a2-0508,A2,A2 Einheit 10,geduldig,صبور,audio/fa/29dbd3343bf0f40325.mp3
a2-0509,A2,A2 Einheit 10,"der Tourismus, Sg.",سیاحت,audio/fa/e823ba3ad8c85105c3.mp3
a2-0510,A2,A2 Einheit 10,"der Traum, -e",خواب؛ آرزو,audio/fa/67b9866d60d995c2ba.mp3
a2-0511,A2,A2 Einheit 10,"die Stellenanzeige, -n",اعلان کار,audio/fa/dc48086f56b9e8953a.mp3
a2-0512,A2,A2 Einheit 10,"das Stellenangebot, -e",پیشنهاد کار,audio/fa/d9e40c6f9e73e2cdbc.mp3
a2-0513,A2,A2 Einheit 10,"die Berufserfahrung, -en",تجربه کاری,audio/fa/5e9ff07fc854abbd53.mp3
a2-0514,A2,A2 Einheit 10,"die Bezahlung, Sg.",پرداخت؛ معاش,audio/fa/2d60a236aa0a1c782f.mp3
a2-0515,A2,A2 Einheit 10,"die Schichtarbeit, -en",کار شیفتی,audio/fa/ec6406ffa04b931404.mp3
a2-0516,A2,A2 Einheit 10,in Teilzeit arbeiten,نیمه‌وقت کار کردن,audio/fa/d30584fd9915648261.mp3
a2-0517,A2,A2 Einheit 10,in Vollzeit arbeiten,تمام‌وقت کار کردن,audio/fa/628b48698ab82c3a68.mp3
a2-0518,A2,A2 Einheit 10,eine feste Stelle,وظیفه ثابت,audio/fa/c7998ff97b561d7b20.mp3
a2-0519,A2,A2 Einheit 10,"der Ausbildungsplatz, -e",جای آموزش مسلکی,audio/fa/0935c604bd3ee0d74b.mp3
a2-0520,A2,A2 Einheit 10,"die Aushilfe, -n",کمک‌کار موقت,audio/fa/e8ebe3c6218c8ca537.mp3
a2-0521,A2,A2 Einheit 10,"der/die Personalberater/in, -/-nen",مشاور منابع بشری,audio/fa/baf8aa2a7d73db3633.mp3
a2-0522,A2,A2 Einheit 10,"die Auskunft, -e",معلومات,audio/fa/816bebb0225673ba44.mp3
a2-0523,A2,A2 Einheit 10,"die Bewerbungsunterlagen, Pl.",اسناد درخواست کار,audio/fa/a98084d5bce5db1ead.mp3
a2-0524,A2,A2 Einheit 10,"die Tätigkeit, -en",فعالیت؛ وظایف کاری,audio/fa/493d81ab8f96795d64.mp3
a2-0525,A2,A2 Einheit 10,"die Bedingung, -en",شرط,audio/fa/290cfadf00814ff410.mp3
a2-0526,A2,A2 Einheit 10,zusammenarbeiten,همکاری کردن,audio/fa/125e71f566680d218c.mp3
a2-0527,A2,A2 Einheit 10,"die Eigenschaft, -en",ویژگی,audio/fa/21e3541a389679072d.mp3
a2-0528,A2,A2 Einheit 10,zuverlässig,قابل اعتماد,audio/fa/b0a6052d199d5a9642.mp3
a2-0529,A2,A2 Einheit 10,flexibel,انعطاف‌پذیر,audio/fa/9940a9e3aedec77c78.mp3
a2-0530,A2,A2 Einheit 10,belastbar,مقاوم در برابر فشار,audio/fa/0bd38cc43d8eb1eb08.mp3
a2-0531,A2,A2 Einheit 10,engagiert,متعهد؛ فعال,audio/fa/8ae54a236fe5684d18.mp3
a2-0532,A2,A2 Einheit 10,"der Stundenlohn, -e",مزد ساعتی,audio/fa/f4f931ef0c8240d46c.mp3
a2-0533,A2,A2 Einheit 10,"der Arbeitsvertrag, -e",قرارداد کار,audio/fa/52ffa6b1b41fb907fe.mp3
a2-0534,A2,A2 Einheit 10,"die Überstunde, -n",ساعت اضافه‌کاری,audio/fa/1f33f87c62460787d7.mp3
a2-0535,A2,A2 Einheit 10,vor allem,به‌ویژه,audio/fa/c46c9123aa0c313c42.mp3
a2-0536,A2,A2 Einheit 10,ob,آیا,audio/fa/6fe3d0cf15924fb2e5.mp3
a2-0537,A2,A2 Einheit 10,"der Lebenslauf, -e",شرح حال؛ سی وی,audio/fa/50edc7ad772f19a53c.mp3
a2-0538,A2,A2 Einheit 10,persönliche Daten,معلومات شخصی,audio/fa/f87e409bebe52f8156.mp3
a2-0539,A2,A2 Einheit 10,die Schulbildung,تحصیلات مکتبی,audio/fa/4c53cc8e30e4fa60e1.mp3
a2-0540,A2,A2 Einheit 10,"die Weiterbildung, -en",آموزش ادامه‌دار,audio/fa/0703191061cf14f7dd.mp3
a2-0541,A2,A2 Einheit 10,"das Diplom, -e",دیپلوم,audio/fa/028d0139f74aafd7a1.mp3
a2-0542,A2,A2 Einheit 10,"das Bewerbungsschreiben, -",نامه درخواست کار,audio/fa/d0b86fb4db14e4f1be.mp3
a2-0543,A2,A2 Einheit 10,"das Bewerbungsfoto, -s",عکس درخواست کار,audio/fa/f7f5c438af54e5d3c9.mp3
a2-0544,A2,A2 Einheit 10,"das Bewerbungsgespräch, -e",مصاحبه کاری,audio/fa/7f6206b9031dafcc09.mp3
a2-0545,A2,A2 Einheit 10,"das Vorstellungsgespräch, -e",مصاحبه کاری,audio/fa/c0a6b54ce5b8efb17c.mp3
a2-0546,A2,A2 Einheit 10,"die Arbeitspause, -n",وقفه کاری,audio/fa/ad1a43fce0059ac5ff.mp3
a2-0547,A2,A2 Einheit 10,"das Gehalt, -er",معاش,audio/fa/7b5c5a7a9e3e7dfefd.mp3
a2-0548,A2,A2 Einheit 10,"die Teamarbeit, Sg.",کار تیمی,audio/fa/1d7fe35039123bf24c.mp3
a2-0549,A2,A2 Einheit 10,"die Fremdsprache, -n",زبان خارجی,audio/fa/5e1000bf3494a0d705.mp3
a2-0550,A2,A2 Einheit 11,"die Geschäftsreise, -n",سفر کاری,audio/fa/135404f719dd685ad1.mp3
a2-0551,A2,A2 Einheit 11,"die Urlaubsreise, -n",سفر رخصتی,audio/fa/c3ee89dc4fa8068aee.mp3
a2-0552,A2,A2 Einheit 11,"der Stau, -s",بندش ترافیک,audio/fa/1950c596d42b13613e.mp3
a2-0553,A2,A2 Einheit 11,einchecken,چک‌این کردن,audio/fa/d76fdfeb5f859e6be6.mp3
a2-0554,A2,A2 Einheit 11,"der/die Reisende, -n",مسافر,audio/fa/ef4e5304b938c5286d.mp3
a2-0555,A2,A2 Einheit 11,"die Kamera, -s",کمره,audio/fa/16f0d9366a2d446c0c.mp3
a2-0556,A2,A2 Einheit 11,"das Reisedokument, -e",سند سفر,audio/fa/15c37c08985c8c552e.mp3
a2-0557,A2,A2 Einheit 11,"die Brieftasche, -n",کیف پول,audio/fa/8bf7799b67e21f3302.mp3
a2-0558,A2,A2 Einheit 11,"der/das Kiosk, -e",کیوسک,audio/fa/0e017b51640f9ed694.mp3
a2-0559,A2,A2 Einheit 11,"das Lokal, -e",محل؛ رستورانت,audio/fa/35a11b1d4531929ee6.mp3
a2-0560,A2,A2 Einheit 11,"die Reisezeit, Sg.",زمان سفر,audio/fa/c03f705247e68caa4a.mp3
a2-0561,A2,A2 Einheit 11,"das Urlaubsfoto, -s",عکس رخصتی,audio/fa/5be6f4a395a7cd90f0.mp3
a2-0562,A2,A2 Einheit 11,"das Museum, Museen",موزیم,audio/fa/5995dfcdc155f964f6.mp3
a2-0563,A2,A2 Einheit 11,"der Strand, -e",ساحل,audio/fa/ff1abf7ee0ff28ee0d.mp3
a2-0564,A2,A2 Einheit 11,"der Sand, Sg.",ریگ؛ شن,audio/fa/8efec86b07fd5624b7.mp3
a2-0565,A2,A2 Einheit 11,feiner Sand,ریگ نرم,audio/fa/203756e2d3c7f5d2f8.mp3
a2-0566,A2,A2 Einheit 11,für Kinder geeignet,مناسب برای کودکان,audio/fa/c01f3fef2e5db7b5c1.mp3
a2-0567,A2,A2 Einheit 11,"der Campingplatz, -e",کمپینگ,audio/fa/978d30a7077de42417.mp3
a2-0568,A2,A2 Einheit 11,"die Wanderung, -en",پیاده‌گردی,audio/fa/9a4ebfac921242cacc.mp3
a2-0569,A2,A2 Einheit 11,"der Flug, -e",پرواز,audio/fa/ba4bda1c038459ca25.mp3
a2-0570,A2,A2 Einheit 11,"der Abflug, -e",پرواز خروجی,audio/fa/0fdb1a4c2e9d6089d0.mp3
a2-0571,A2,A2 Einheit 11,"der Hinflug, -e",پرواز رفت,audio/fa/b24e806627bff68444.mp3
a2-0572,A2,A2 Einheit 11,"der Rückflug, -e",پرواز برگشت,audio/fa/641a60c656f269ff7d.mp3
a2-0573,A2,A2 Einheit 11,"der Abflugort, -e",محل پرواز,audio/fa/fdb3575210ff584539.mp3
a2-0574,A2,A2 Einheit 11,"das Flugticket, -s",تکت پرواز,audio/fa/af6122b234f5f0f173.mp3
a2-0575,A2,A2 Einheit 11,abfliegen,پرواز کردن/رفتند,audio/fa/1e9cb51bcbd12b4a40.mp3
a2-0576,A2,A2 Einheit 11,buchen,رزرو کردن,audio/fa/0934136aa5d9cf94e3.mp3
a2-0577,A2,A2 Einheit 11,"der Katalog, -e",کاتالوگ,audio/fa/44fa1b7af85c4f4dd5.mp3
a2-0578,A2,A2 Einheit 11,"der Rucksack, -e",کوله‌پشتی,audio/fa/65b302cb056dcadf9b.mp3
a2-0579,A2,A2 Einheit 11,"die Sonnencreme, -s",کریم ضد آفتاب,audio/fa/6340dc1aab6fdc0ad5.mp3
a2-0580,A2,A2 Einheit 11,"die Sonnenbrille, -n",عینک آفتابی,audio/fa/59b60594418c544528.mp3
a2-0581,A2,A2 Einheit 11,die Badesachen,لباس شنا,audio/fa/8e86bda749853e14aa.mp3
a2-0582,A2,A2 Einheit 11,die Batterien,باتری‌ها,audio/fa/098879b3657e862f31.mp3
a2-0583,A2,A2 Einheit 11,"die Zahnbürste, -n",برس دندان,audio/fa/fe5d3d2b622a219882.mp3
a2-0584,A2,A2 Einheit 11,baden,حمام/آب‌بازی کردن,audio/fa/410667c0743d276e16.mp3
a2-0585,A2,A2 Einheit 11,"der Ausweis, -e",کارت هویت,audio/fa/24a16a649b9b8890f7.mp3
a2-0586,A2,A2 Einheit 11,"der Schlafsack, -e",خریطه خواب,audio/fa/00ba7cdbb6906bf1be.mp3
a2-0587,A2,A2 Einheit 11,"der Reiseführer, -",راهنمای سفر,audio/fa/2fc4a8f25d465e3415.mp3
a2-0588,A2,A2 Einheit 11,"die Regensachen, Pl.",وسایل بارانی,audio/fa/9a7e8c839c6e11774c.mp3
a2-0589,A2,A2 Einheit 11,"der Autounfall, -e",حادثه موتر,audio/fa/fd76f86379a31ebf3e.mp3
a2-0590,A2,A2 Einheit 11,"die Notrufsäule, -n",ستون تماس اضطراری,audio/fa/561eaa1346a331d7c5.mp3
a2-0591,A2,A2 Einheit 11,"die Notrufzentrale, -n",مرکز تماس اضطراری,audio/fa/456d2af8a6fdfda473.mp3
a2-0592,A2,A2 Einheit 11,"der Pannendienst, -e",خدمات خرابی موتر,audio/fa/8d983c63f437e7cad6.mp3
a2-0593,A2,A2 Einheit 11,"die Autopanne, -n",خرابی موتر,audio/fa/8a02cce08fdc358452.mp3
a2-0594,A2,A2 Einheit 11,"der Kilometer, -",کیلومتر,audio/fa/fa598a555c79973e9b.mp3
a2-0595,A2,A2 Einheit 11,"der Wagen, -",موتر,audio/fa/43da9deb2799468e4b.mp3
a2-0596,A2,A2 Einheit 11,Das macht nichts!,مهم نیست!,audio/fa/cb8aa74fbdd5e6c8d9.mp3
a2-0597,A2,A2 Einheit 11,"die Platzreservierung, -en",رزرو چوکی,audio/fa/ef387f3173ab4b2b5a.mp3
a2-0598,A2,A2 Einheit 11,besetzt,مشغول,audio/fa/896dc2f8ef5eefb120.mp3
a2-0599,A2,A2 Einheit 11,"das Zelt, -e",خیمه,audio/fa/322a5d70181836c04c.mp3
a2-0600,A2,A2 Einheit 11,vorschlagen,پیشنهاد کردن,audio/fa/6897f012f704a3f520.mp3
a2-0601,A2,A2 Einheit 11,"das Reiseziel, -e",مقصد سفر,audio/fa/2ee92aa93df0a06f7f.mp3
a2-0602,A2,A2 Einheit 11,"das Ausflugsziel, -e",مقصد گردش,audio/fa/51f1bb0f200f9913ef.mp3
a2-0603,A2,A2 Einheit 11,"die Unterkunft, -e",جای بود و باش,audio/fa/c2eeeee0e04bf44a30.mp3
a2-0604,A2,A2 Einheit 11,"die Altstadt, Sg.",شهر قدیم,audio/fa/884c7f6788944e2ed3.mp3
a2-0605,A2,A2 Einheit 11,"die Burg, -en",قلعه,audio/fa/e40e48deddb1288046.mp3
a2-0606,A2,A2 Einheit 11,ideal,ایده‌آل,audio/fa/0a542ec8c2ac67fa82.mp3
a2-0607,A2,A2 Einheit 11,autofrei,بدون موتر,audio/fa/e93ac370a614b7e524.mp3
a2-0608,A2,A2 Einheit 11,überall,همه جا,audio/fa/b00f2916cde35c71bc.mp3
a2-0609,A2,A2 Einheit 11,"der Fahrradweg, -e",راه بایسکل,audio/fa/0e7ce6ab87813edd9d.mp3
a2-0610,A2,A2 Einheit 11,"die Insel, -n",جزیره,audio/fa/2bf0784322c1142998.mp3
a2-0611,A2,A2 Einheit 11,"die Küste, -n",ساحل؛ کرانه,audio/fa/4d5ce6c3831ee1ded9.mp3
a2-0612,A2,A2 Einheit 11,"der Rundgang, -e",گشت؛ دورزدن,audio/fa/9a91ec88156daeacaa.mp3
a2-0613,A2,A2 Einheit 12,lachen,خندیدن,audio/fa/97ad23ec66069126b2.mp3
a2-0614,A2,A2 Einheit 12,lächeln,لبخند زدن,audio/fa/2554df91f13f845b7b.mp3
a2-0615,A2,A2 Einheit 12,Sport treiben,ورزش کردن,audio/fa/43efcaddf3c98d09ef.mp3
a2-0616,A2,A2 Einheit 12,ernst,جدی,audio/fa/f91ae79a6f0fb8e766.mp3
a2-0617,A2,A2 Einheit 12,ehrenamtlich,داوطلبانه,audio/fa/3b513fafff29571022.mp3
a2-0618,A2,A2 Einheit 12,freiwillig,داوطلبانه,audio/fa/60badecfaa51307805.mp3
a2-0619,A2,A2 Einheit 12,sich engagieren,فعالانه سهم گرفتن,audio/fa/a2786fa9a930fa5b2e.mp3
a2-0620,A2,A2 Einheit 12,"das Nachbarschaftshaus, -er",خانه همسایگی/محله,audio/fa/620fd5e4a4271afe4e.mp3
a2-0621,A2,A2 Einheit 12,"der Verein, -e",انجمن؛ باشگاه,audio/fa/a9e19825fd08bfb233.mp3
a2-0622,A2,A2 Einheit 12,gemeinnützig,عام‌المنفعه,audio/fa/be7c922c8c79b69a88.mp3
a2-0623,A2,A2 Einheit 12,lebendig,زنده؛ پرجنب‌وجوش,audio/fa/9e0db7afb7e31db84f.mp3
a2-0624,A2,A2 Einheit 12,"der/die Bewohner/in, -/-nen",باشنده,audio/fa/741d1ca8cdf353fa23.mp3
a2-0625,A2,A2 Einheit 12,"der Stadtteil, -e",ناحیه شهر,audio/fa/1d0f5481b6b9bb11b0.mp3
a2-0626,A2,A2 Einheit 12,"der/die Jugendliche, -n",نوجوان,audio/fa/612309341f73a8ba72.mp3
a2-0627,A2,A2 Einheit 12,"der/die Erwachsene, -n",بزرگسال,audio/fa/cf61b0a778738fba2f.mp3
a2-0628,A2,A2 Einheit 12,vielfältig,گوناگون,audio/fa/5b455cdac10785da33.mp3
a2-0629,A2,A2 Einheit 12,"die Veranstaltung, -en",برنامه؛ رویداد,audio/fa/f368c3b536d7e546fe.mp3
a2-0630,A2,A2 Einheit 12,"die Begegnung, -en",دیدار؛ ملاقات,audio/fa/1fabdb602cc7534852.mp3
a2-0631,A2,A2 Einheit 12,"der Austausch, Sg.",تبادل,audio/fa/b0ae96a47d6483b4ea.mp3
a2-0632,A2,A2 Einheit 12,sozial,اجتماعی,audio/fa/39117e61df6a7e8987.mp3
a2-0633,A2,A2 Einheit 12,"die Hausaufgabenhilfe, -n",کمک در تکالیف خانه,audio/fa/79b62248d659b2970c.mp3
a2-0634,A2,A2 Einheit 12,"die Theatergruppe, -n",گروه تیاتر,audio/fa/5a375f10947fda82b7.mp3
a2-0635,A2,A2 Einheit 12,"die Rechtsberatung, Sg.",مشوره حقوقی,audio/fa/2713680be9c454cf58.mp3
a2-0636,A2,A2 Einheit 12,"die Frauengruppe, -n",گروه زنان,audio/fa/cd79b860247f42f174.mp3
a2-0637,A2,A2 Einheit 12,"die Lohnsteuerhilfe, Sg.",کمک مالیات بر معاش,audio/fa/1e1f9df3cd476ba7de.mp3
a2-0638,A2,A2 Einheit 12,"die Behinderung, -en",معلولیت,audio/fa/24bf1d70d7e404f2af.mp3
a2-0639,A2,A2 Einheit 12,"die Jugend, Sg.",جوانان,audio/fa/7687cbfd0309d45a41.mp3
a2-0640,A2,A2 Einheit 12,"der/die Rentner/in, -/-nen",بازنشسته,audio/fa/f803de720e1818119e.mp3
a2-0641,A2,A2 Einheit 12,"der Turnverein, -e",باشگاه ژیمناستیک,audio/fa/2006ccd0f8eda58e78.mp3
a2-0642,A2,A2 Einheit 12,"der Fußballverein, -e",باشگاه فوتبال,audio/fa/dee066732c625b3c5d.mp3
a2-0643,A2,A2 Einheit 12,"der Kleingartenverein, -e",انجمن باغچه‌ها,audio/fa/517ea8bc1627aa975c.mp3
a2-0644,A2,A2 Einheit 12,"das Vereinsleben, Sg.",زندگی انجمنی,audio/fa/bb25f8161319416a8b.mp3
a2-0645,A2,A2 Einheit 12,"der Sportverein, -e",باشگاه ورزشی,audio/fa/25358d183d10b51ed6.mp3
a2-0646,A2,A2 Einheit 12,"der Freundschaftsverein, -e",انجمن دوستی,audio/fa/6467dbe43f820be414.mp3
a2-0647,A2,A2 Einheit 12,"das Mitglied, -er",عضو,audio/fa/9723b50e1ccd37c7f0.mp3
a2-0648,A2,A2 Einheit 12,"der Mitgliedsbeitrag, -e",حق عضویت,audio/fa/924cbb5a87c8139855.mp3
a2-0649,A2,A2 Einheit 12,sich einsetzen für,برای چیزی تلاش کردن,audio/fa/0169f7c79367909a52.mp3
a2-0650,A2,A2 Einheit 12,"die Gerechtigkeit, Sg.",عدالت,audio/fa/2f12c13bfad42be4bf.mp3
a2-0651,A2,A2 Einheit 12,"die Solidarität, Sg.",همبستگی,audio/fa/7dd3370ffc12c33f2d.mp3
a2-0652,A2,A2 Einheit 12,"die Beratung, -en",مشوره,audio/fa/95eb2563ce300150db.mp3
a2-0653,A2,A2 Einheit 12,"der/die Anrufer/in, -/-nen",تماس‌گیرنده,audio/fa/01449144c0e6393257.mp3
a2-0654,A2,A2 Einheit 12,"die Telefonzentrale, -n",مرکز تلفن,audio/fa/be6977ff0f3e9b948c.mp3
a2-0655,A2,A2 Einheit 12,verbinden,وصل کردن,audio/fa/95ee94fc1b0dd1d0f4.mp3
a2-0656,A2,A2 Einheit 12,falsch verbunden,اشتباه وصل شده,audio/fa/1d29271c267ee39f9a.mp3
a2-0657,A2,A2 Einheit 12,"die Durchwahl, -en",شماره داخلی,audio/fa/e73f386eef2ea5dcac.mp3
a2-0658,A2,A2 Einheit 12,etwas ausrichten,پیامی رساندن,audio/fa/65ac54110b949830ad.mp3
a2-0659,A2,A2 Einheit 12,eine Nachricht hinterlassen,پیام گذاشتن,audio/fa/a042bd4fd41f504003.mp3
a2-0660,A2,A2 Einheit 12,zurückrufen,زنگ پس کردن,audio/fa/5e4d59ba8b78de5e3f.mp3
a2-0661,A2,A2 Einheit 12,sich verwählen,شماره غلط گرفتن,audio/fa/422657be99f364d096.mp3
a2-0662,A2,A2 Einheit 12,zurzeit,فعلاً,audio/fa/108fd675be840eff75.mp3
a2-0663,A2,A2 Einheit 12,belegt,مشغول,audio/fa/dd3be133b27a7a23a7.mp3
a2-0664,A2,A2 Einheit 12,auflegen,تیلیفون را قطع کردن,audio/fa/2be1cb1cb102551f6d.mp3
a2-0665,A2,A2 Einheit 12,"die Störung, -en",خرابی؛ اختلال,audio/fa/270087f32f58109be6.mp3
a2-0666,A2,A2 Einheit 12,Keine Ursache!,قابل ندارد!,audio/fa/3b4b25ce56c1c92a9f.mp3
a2-0667,A2,A2 Einheit 12,zuständig sein,مسئول بودن,audio/fa/35734a4f83c57176c2.mp3
a2-0668,A2,A2 Einheit 12,"der Stand, -e",غرفه؛ وضعیت,audio/fa/8c39796edbddaa00a2.mp3
